,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,ENSEMBL,symbol
ENSMUSG00000109598,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109598,NA
ENSMUSG00000109599,1.0563718428887,0.399392922757409,0.0672992798977051,1.37854976564654,0.524816314289999,0.319514338205927,0.759734093067426,0.56980056980057,0.633111744222855,0.553972776194998,0.341880341880342,0.582750582750583,ENSMUSG00000109599,NA
ENSMUSG00000109602,3.70895603796226,1.63324562199437,3.36365721275132,3.54943104708216,3.23624595469256,4.35532165865166,3.02049622437972,3.14378178455848,2.15749730312837,2.33728874505574,2.33009708737864,2.42718446601942,ENSMUSG00000109602,NA
ENSMUSG00000109604,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109604,NA
ENSMUSG00000109608,0,0,0,0,0,0,0.0557227237267358,0,0,0,0,0,ENSMUSG00000109608,NA
ENSMUSG00000109609,3.31523394799563,3.27922610263978,2.70002134900602,2.48666632367821,3.84733764235149,3.20469823667069,4.07584618110934,3.79737221842485,2.36280938035324,2.43664717348928,3.11004784688995,2.35609685370451,ENSMUSG00000109609,NA
ENSMUSG00000109611,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109611,NA
ENSMUSG00000109618,1.16133902389455,1.20746697577821,0.20346293922562,0.277847239587675,0.906659413391359,0.724480185466928,0.430663221360896,0.984373077396333,1.07665805340224,0.358886017800746,1.16279069767442,1.61498708010336,ENSMUSG00000109618,NA
ENSMUSG00000109619,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109619,NA
ENSMUSG00000109624,0,0,0,0,0,0,0.694444444444444,0,0,0,0,0,ENSMUSG00000109624,NA
ENSMUSG00000109626,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109626,NA
ENSMUSG00000109628,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109628,BC024386
ENSMUSG00000109630,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109630,NA
ENSMUSG00000109631,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109631,Olfr494
ENSMUSG00000109632,0.430496362305738,0.537114620259963,0,0.205990194866724,0.336089265308866,0.179038206753321,0.212856534695615,0.182448458310527,0.177380445579679,0.177380445579679,0,0.653082549634274,ENSMUSG00000109632,NA
ENSMUSG00000109633,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109633,C230079O03Rik
ENSMUSG00000109634,0,0,0.192990582059596,0,0,0,0,0,0.453885257806826,0,0,0,ENSMUSG00000109634,NA
ENSMUSG00000109635,0.158030310213499,0.131445772046742,0,0,0.123374540429837,0.131445772046742,0.156274417877793,0,0,0,0,0.159826109193198,ENSMUSG00000109635,NA
ENSMUSG00000109637,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109637,NA
ENSMUSG00000109638,0.117592412937517,0.293431535087076,0,0.112534674746656,0.275413809248396,0.097810511695692,0.0581429152857724,0.0498367845306621,0.0969048588096207,0.0969048588096207,0.0523286237571952,0.0594643451786309,ENSMUSG00000109638,NA
ENSMUSG00000109639,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109639,NA
ENSMUSG00000109641,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109641,NA
ENSMUSG00000109644,0.179801433834707,0.149554463656906,0.20618603937237,0.0469276469539264,0.165893348442389,0.13595860332446,0.161639672841302,0.221677265610929,0.0942898091574263,0.0808198364206511,0.232761128891475,0.0991879810617081,ENSMUSG00000109644,0610005C13Rik
ENSMUSG00000109647,0,0.878914833152668,0.493668698936144,0.674149728654734,1.374910630809,1.02540063867811,1.04493207941484,1.04493207941484,1.16103564379426,0.145129455474283,0.156739811912226,0.890567113137646,ENSMUSG00000109647,NA
ENSMUSG00000109654,0.0677272758057853,0.112667804611493,0.0237312108138381,0,0.0264374015206793,0.0845008534586199,0.167436876297636,0.0287034645081661,0.027906146049606,0.027906146049606,0,0.034248451969971,ENSMUSG00000109654,NA
ENSMUSG00000109655,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109655,Gm29735
ENSMUSG00000109656,0.248347601494343,0.0590198572309654,0.0745880872879523,0.135809133843297,0.221583323639063,0.0590198572309654,0.105252078728555,0.390936292420347,0.0584733770714194,0.116946754142839,0.189453741711399,0.179406952378219,ENSMUSG00000109656,NA
ENSMUSG00000109659,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109659,Olfr605
ENSMUSG00000109661,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109661,NA
ENSMUSG00000109663,0.541491809936375,0.225199864880081,0.189735319229675,0.259100919808265,0.21137180300148,0.450399729760162,0,0.229489386115892,0,0,0.240963855421687,0,ENSMUSG00000109663,NA
ENSMUSG00000109667,0,0,0,0,0.404236397445226,0,1.53609831029186,0.43888523151196,1.70677590032429,0,0,0.523669878508588,ENSMUSG00000109667,NA
ENSMUSG00000109670,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109670,NA
ENSMUSG00000109671,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109671,NA
ENSMUSG00000109673,0,0,0,0,0.282055621368534,0,0,0,0,0,0,0,ENSMUSG00000109673,NA
ENSMUSG00000109676,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109676,NA
ENSMUSG00000109677,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109677,NA
ENSMUSG00000109683,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109683,NA
ENSMUSG00000109685,0,0.172114077210375,0,0.198023723242044,0,0,0.204624514016779,0,0,0,0,0,ENSMUSG00000109685,NA
ENSMUSG00000109686,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109686,NA
ENSMUSG00000109690,0,0,0,0,0.15124016938899,0,0,0,0,0,0,0,ENSMUSG00000109690,NA
ENSMUSG00000109694,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109694,NA
ENSMUSG00000109700,0,0,0,0,0,0.0538973148357749,0,0.0549239303564563,0,0,0,0,ENSMUSG00000109700,Gm21123
ENSMUSG00000109702,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109702,NA
ENSMUSG00000109703,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109703,NA
ENSMUSG00000109707,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109707,NA
ENSMUSG00000109710,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109710,NA
ENSMUSG00000109712,0,0,0,0.47896161122686,0,0.416293736860729,0,0,0,0,0,0,ENSMUSG00000109712,NA
ENSMUSG00000109713,0.520183104452767,1.29802699896158,1.16652085156022,0.597371565113501,1.05588044184535,0.951886465905158,0.720164609053498,0.793650793650794,0.771604938271605,1.02880658436214,0.925925925925926,0.420875420875421,ENSMUSG00000109713,Pvrig
ENSMUSG00000109716,0.153917192550408,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109716,NA
ENSMUSG00000109720,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109720,NA
ENSMUSG00000109721,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109721,NA
ENSMUSG00000109722,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109722,Gm10578
ENSMUSG00000109724,2.89276436572561,2.50142342904653,2.2279269641384,3.39875945279973,2.48198881092612,2.93023887402593,2.35080862151981,3.30165203986259,2.97391452119976,3.23354197939974,2.62554167728779,2.63596968924524,ENSMUSG00000109724,NA
ENSMUSG00000109730,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109730,NA
ENSMUSG00000109733,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109733,NA
ENSMUSG00000109734,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109734,NA
ENSMUSG00000109735,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109735,NA
ENSMUSG00000109742,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109742,NA
ENSMUSG00000109745,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109745,1700018G05Rik
ENSMUSG00000109747,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109747,NA
ENSMUSG00000109749,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109749,NA
ENSMUSG00000109752,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109752,NA
ENSMUSG00000109756,0,0.0848075716199942,0,0,0,0.169615143239988,0,0,0,0.0840223163272165,0,0,ENSMUSG00000109756,NA
ENSMUSG00000109758,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109758,NA
ENSMUSG00000109762,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109762,NA
ENSMUSG00000109763,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109763,NA
ENSMUSG00000109766,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109766,NA
ENSMUSG00000109771,0.423370665553807,0.339572666664151,0.402654553122321,0.4485713004082,0.436766792502721,0.276688839504123,0.53828556048984,0.281959103113726,0.498412556009111,0.373809417006833,0.497914143453102,0.489350509536218,ENSMUSG00000109771,Gm35315
ENSMUSG00000109779,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109779,NA
ENSMUSG00000109780,0,0.103554508504414,0,0,0,0.103554508504414,0,0.0527634876665348,0,0.0512978352313532,0,0,ENSMUSG00000109780,NA
ENSMUSG00000109781,0.182847112386978,0.608351140278169,0.448479334712941,0.787422242053597,0.428247184274763,0.304175570139084,0.813669650122051,0.5424464334147,0.527378476930959,0.376698912093542,0.813669650122051,1.10954952289371,ENSMUSG00000109781,NA
ENSMUSG00000109786,0,0,0,0.159772483982808,0,0,0,0,0,0,0,0,ENSMUSG00000109786,NA
ENSMUSG00000109788,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109788,NA
ENSMUSG00000109792,0,0,0,0,0,0,0,0,0.0504316953118696,0,0,0,ENSMUSG00000109792,NA
ENSMUSG00000109796,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109796,NA
ENSMUSG00000109798,0,0.130164267305339,0,0.149758888190014,0.122171724576064,0,0,0,0,0,0,0,ENSMUSG00000109798,NA
ENSMUSG00000109799,0.734719153603535,0.916682308467962,0.625213767942716,0.70311832979263,0.901365979170252,0.480166923483218,1.2455238984898,1.20104090211517,0.691957721383223,0.778452436556126,1.07426436244745,1.0084497473568,ENSMUSG00000109799,NA
ENSMUSG00000109800,0.117163243547234,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109800,NA
ENSMUSG00000109801,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109801,Olfr1316
ENSMUSG00000109802,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109802,Gm30808
ENSMUSG00000109806,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109806,Olfr663
ENSMUSG00000109808,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109808,NA
ENSMUSG00000109809,0,0,0,0,0,0,0,0.115440115440115,0,0.112233445566779,0.121212121212121,0.137741046831956,ENSMUSG00000109809,NA
ENSMUSG00000109811,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109811,NA
ENSMUSG00000109813,0,0,0,0,0,0,0,0,0,0,0.02712600027126,0,ENSMUSG00000109813,Olfr1279
ENSMUSG00000109814,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109814,NA
ENSMUSG00000109816,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109816,4930483O08Rik
ENSMUSG00000109821,0.395980794931446,0,0.346872940441916,0.0947373407228459,0.154571450653064,0.0823418008151838,0.195790504160548,0.167820432137613,0.244738130200685,0.0815793767335618,0.352422907488987,0.200240288346015,ENSMUSG00000109821,NA
ENSMUSG00000109822,0.169216190605117,0.140749915550051,0,0,0,0.281499831100101,0.334672021419009,0.717154331612163,1.11557340473003,0.836680053547523,0,0.684556407447974,ENSMUSG00000109822,NA
ENSMUSG00000109824,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109824,NA
ENSMUSG00000109830,0,0,0,0,0,0,0,0.0861883214824391,0,0,0,0,ENSMUSG00000109830,NA
ENSMUSG00000109831,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109831,NA
ENSMUSG00000109832,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109832,NA
ENSMUSG00000109834,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109834,NA
ENSMUSG00000109837,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109837,NA
ENSMUSG00000109842,0,0.370864856846165,0,0.426693975081072,0,0,0,0,0,0,0,0.450937950937951,ENSMUSG00000109842,NA
ENSMUSG00000109843,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109843,NA
ENSMUSG00000109845,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109845,NA
ENSMUSG00000109847,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109847,NA
ENSMUSG00000109855,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109855,NA
ENSMUSG00000109858,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109858,NA
ENSMUSG00000109859,0,0,0,0,0,0,0.168350168350168,0,0,0,0,0,ENSMUSG00000109859,Gm45618
ENSMUSG00000109860,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109860,NA
ENSMUSG00000109861,0.596071886269484,0.371848583256898,0.626579502495875,0.713042982230969,0.116338591837684,0,0.294724432655467,0.757862826828344,0.736811081638668,0.368405540819334,0.530503978779841,0.301422715215819,ENSMUSG00000109861,NA
ENSMUSG00000109862,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109862,NA
ENSMUSG00000109865,29.8870955234329,27.7880922620448,27.8182910404246,29.0629456468762,28.4216416811475,26.8118481173306,27.3788057783581,24.9242767429673,26.3217890526229,26.9262920820466,27.58813654169,25.9237591358464,ENSMUSG00000109865,Hspa14
ENSMUSG00000109867,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109867,NA
ENSMUSG00000109872,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109872,NA
ENSMUSG00000109875,5.54861978082952,4.61520710741895,5.83260425780111,4.86747201203593,10.4685582268428,6.92281066112842,20.1188843164152,9.01430531060161,6.0966316110349,4.57247370827618,5.34979423868313,7.48222970445193,ENSMUSG00000109875,NA
ENSMUSG00000109877,0,0,0.0320016896892156,0.0218506160781203,0,0.0379833139301905,0.045157939894782,0,0.037631616578985,0.0188158082894925,0,0,ENSMUSG00000109877,NA
ENSMUSG00000109878,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109878,NA
ENSMUSG00000109881,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109881,NA
ENSMUSG00000109882,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109882,NA
ENSMUSG00000109883,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109883,NA
ENSMUSG00000109884,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109884,Olfr490
ENSMUSG00000109885,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109885,NA
ENSMUSG00000109887,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109887,NA
ENSMUSG00000109889,0.258297817383443,0,0,0,0,0.429691696207971,0,0.218938149972633,0,0.212856534695615,0,0,ENSMUSG00000109889,NA
ENSMUSG00000109891,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109891,NA
ENSMUSG00000109892,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109892,NA
ENSMUSG00000109894,13.8988114567773,12.9652638971422,13.4723044012562,14.6684069861396,16.1241253422574,12.6411322997137,13.7443802183687,12.4415083952656,12.7381716977093,11.988867480197,13.4104046242775,12.6116657908565,ENSMUSG00000109894,NA
ENSMUSG00000109898,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109898,6330420H09Rik
ENSMUSG00000109900,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109900,NA
ENSMUSG00000109903,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109903,NA
ENSMUSG00000109904,2.31007642502839,3.04232027626403,3.82233774176286,2.57917134909084,2.55493101686254,2.50857987691946,2.22095310616156,2.66514372739387,3.49006916682531,2.27383294202255,3.02684180468304,2.33632729349463,ENSMUSG00000109904,NA
ENSMUSG00000109905,0.482229830737329,0.200553527736553,0.67588118008854,0.461488762748627,0,0.200553527736553,0.715307582260372,0.204373594931535,0.596089651883643,0.794786202511524,1.07296137339056,0.975419430355053,ENSMUSG00000109905,NA
ENSMUSG00000109906,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109906,NA
ENSMUSG00000109910,0.166705564631747,0.554646551485066,0.116825159466343,0.159535432819629,0.130147326773908,0.554646551485066,0.494559841740851,0.565211247703829,0.274755467633806,0,0.29673590504451,0,ENSMUSG00000109910,NA
ENSMUSG00000109911,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109911,NA
ENSMUSG00000109913,0,0,0,0,0,0.0759820682318973,0,0,0,0,0,0.0923872875092387,ENSMUSG00000109913,NA
ENSMUSG00000109914,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109914,NA
ENSMUSG00000109916,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109916,NA
ENSMUSG00000109917,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109917,NA
ENSMUSG00000109918,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109918,NA
ENSMUSG00000109920,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109920,NA
ENSMUSG00000109924,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109924,NA
ENSMUSG00000109925,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109925,NA
ENSMUSG00000109926,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109926,NA
ENSMUSG00000109929,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109929,NA
ENSMUSG00000109931,0,0.13485994794406,0.113622160866255,0.155161445484026,0.126579073947495,0,0.641333974667308,0.13742870885728,0.133611244722356,0.133611244722356,0.288600288600289,0.491932310114128,ENSMUSG00000109931,NA
ENSMUSG00000109934,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109934,NA
ENSMUSG00000109936,0,0.054733788536008,0.0230571471391845,0,0.0513729418715163,0,0,0,0.0813404912965674,0.0271134970988558,0.0292825768667643,0.0332756555304139,ENSMUSG00000109936,NA
ENSMUSG00000109940,1.10590108820667,0.735889322245934,1.08500217000434,0.846668360003387,0.690703135792237,1.1038339833689,1.09361329833771,0.656167979002625,0.637941090696996,0.729075532225138,0.590551181102362,0.782927702219041,ENSMUSG00000109940,NA
ENSMUSG00000109946,0.793565583527446,0.621241006565741,0.3598428468149,0.536070868568825,0.473764386037799,0.427103192013947,0.461616581267599,0.553939897521119,0.307744387511733,0.346212435950699,0.249272953884504,0.283264720323299,ENSMUSG00000109946,Brd3os
ENSMUSG00000109947,0,0,0,0,0.382219164468906,0,0,0,0.201726781247478,0,0,0.247573776985542,ENSMUSG00000109947,NA
ENSMUSG00000109949,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109949,NA
ENSMUSG00000109950,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109950,NA
ENSMUSG00000109951,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109951,Olfr601
ENSMUSG00000109952,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000109952,NA
ENSMUSG00000109958,0,0,0,0,0,0,0,0.151653017895056,0,0.147440434064638,0,0,ENSMUSG00000109958,NA
