,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ENSEMBL,symbol
ENSMUSG00000083331,0,NA,NA,NA,NA,NA,ENSMUSG00000083331,NA
ENSMUSG00000083333,0,NA,NA,NA,NA,NA,ENSMUSG00000083333,NA
ENSMUSG00000083334,0,NA,NA,NA,NA,NA,ENSMUSG00000083334,NA
ENSMUSG00000083335,0.144261066676082,-0.0372532337950118,4.40735632396697,-0.00845251235812967,0.993255951194271,NA,ENSMUSG00000083335,NA
ENSMUSG00000083336,0,NA,NA,NA,NA,NA,ENSMUSG00000083336,NA
ENSMUSG00000083338,0.954333584020947,-0.999019684592808,2.31006887269521,-0.432463160038699,0.665404821938729,NA,ENSMUSG00000083338,NA
ENSMUSG00000083340,1.05476435897806,-2.69714445730799,1.98350629955006,-1.3597861816319,0.173897596465473,NA,ENSMUSG00000083340,NA
ENSMUSG00000083341,0,NA,NA,NA,NA,NA,ENSMUSG00000083341,NA
ENSMUSG00000083342,0,NA,NA,NA,NA,NA,ENSMUSG00000083342,NA
ENSMUSG00000083343,0,NA,NA,NA,NA,NA,ENSMUSG00000083343,NA
ENSMUSG00000083344,4.45575088597343,-0.388249217230875,0.888409835325943,-0.437015892657731,0.66209982235498,0.851960403715677,ENSMUSG00000083344,NA
ENSMUSG00000083345,0,NA,NA,NA,NA,NA,ENSMUSG00000083345,NA
ENSMUSG00000083346,0,NA,NA,NA,NA,NA,ENSMUSG00000083346,NA
ENSMUSG00000083347,0,NA,NA,NA,NA,NA,ENSMUSG00000083347,NA
ENSMUSG00000083350,0,NA,NA,NA,NA,NA,ENSMUSG00000083350,NA
ENSMUSG00000083351,0,NA,NA,NA,NA,NA,ENSMUSG00000083351,NA
ENSMUSG00000083352,0,NA,NA,NA,NA,NA,ENSMUSG00000083352,NA
ENSMUSG00000083353,0.156313081135275,-0.998993878536503,4.40735632396697,-0.226665103772987,0.820684164028182,NA,ENSMUSG00000083353,NA
ENSMUSG00000083355,0.0796451972477837,0,4.40735632396697,0,1,NA,ENSMUSG00000083355,NA
ENSMUSG00000083358,0,NA,NA,NA,NA,NA,ENSMUSG00000083358,NA
ENSMUSG00000083359,0.255167308731203,-0.0372455418972577,3.92339511715075,-0.0094931916835096,0.992425642690872,NA,ENSMUSG00000083359,NA
ENSMUSG00000083361,0,NA,NA,NA,NA,NA,ENSMUSG00000083361,Olfr360
ENSMUSG00000083362,1.46601328599682,0.112131976274645,1.43624987838329,0.0780727490127734,0.937770184149631,NA,ENSMUSG00000083362,NA
ENSMUSG00000083364,1329.78178364013,0.117708701328364,0.0526130072998697,2.23725476586957,0.0252696938028376,0.101593389255702,ENSMUSG00000083364,NA
ENSMUSG00000083365,0,NA,NA,NA,NA,NA,ENSMUSG00000083365,NA
ENSMUSG00000083366,0,NA,NA,NA,NA,NA,ENSMUSG00000083366,NA
ENSMUSG00000083367,300.821018613045,0.120434315857253,0.110214198465593,1.09272958959866,0.274512544082188,0.544884974386849,ENSMUSG00000083367,NA
ENSMUSG00000083368,0,NA,NA,NA,NA,NA,ENSMUSG00000083368,NA
ENSMUSG00000083372,3.53482369691896,0.527407651522508,1.06858735286825,0.493555955071775,0.621619813278804,0.825805320430387,ENSMUSG00000083372,NA
ENSMUSG00000083373,19.9787084612307,0.304193368578559,0.37839767811087,0.803898612954573,0.421455531195252,0.682659992818437,ENSMUSG00000083373,NA
ENSMUSG00000083374,1.30494155039518,0.283076308562988,1.64581499112489,0.171997648635774,0.863439377568649,NA,ENSMUSG00000083374,NA
ENSMUSG00000083375,0,NA,NA,NA,NA,NA,ENSMUSG00000083375,NA
ENSMUSG00000083376,0,NA,NA,NA,NA,NA,ENSMUSG00000083376,NA
ENSMUSG00000083377,0,NA,NA,NA,NA,NA,ENSMUSG00000083377,NA
ENSMUSG00000083378,11.7446332901044,-0.581549755156736,0.596274263963748,-0.975305811944439,0.329408588398948,0.600295343189873,ENSMUSG00000083378,NA
ENSMUSG00000083379,0.0954959891809238,0,4.40735632396697,0,1,NA,ENSMUSG00000083379,NA
ENSMUSG00000083381,0,NA,NA,NA,NA,NA,ENSMUSG00000083381,NA
ENSMUSG00000083382,376.080275887242,0.216063806233452,0.236838744580368,0.912282348972398,0.361620103657602,0.631124744305683,ENSMUSG00000083382,NA
ENSMUSG00000083383,0,NA,NA,NA,NA,NA,ENSMUSG00000083383,NA
ENSMUSG00000083384,0,NA,NA,NA,NA,NA,ENSMUSG00000083384,NA
ENSMUSG00000083385,0,NA,NA,NA,NA,NA,ENSMUSG00000083385,NA
ENSMUSG00000083387,0,NA,NA,NA,NA,NA,ENSMUSG00000083387,NA
ENSMUSG00000083388,0,NA,NA,NA,NA,NA,ENSMUSG00000083388,NA
ENSMUSG00000083389,0,NA,NA,NA,NA,NA,ENSMUSG00000083389,NA
ENSMUSG00000083390,0,NA,NA,NA,NA,NA,ENSMUSG00000083390,NA
ENSMUSG00000083391,1.39555978298453,0.205603375770564,1.52588828619648,0.134743400044746,0.892814757793105,NA,ENSMUSG00000083391,NA
ENSMUSG00000083392,28.4356026783025,0.085020258865291,0.362448646305747,0.23457187585568,0.814541040350905,0.931971854427092,ENSMUSG00000083392,NA
ENSMUSG00000083393,0,NA,NA,NA,NA,NA,ENSMUSG00000083393,NA
ENSMUSG00000083396,1709.26825453397,0.16648020757365,0.0510818936158664,3.25908449725013,0.00111772372481271,0.00800570673947489,ENSMUSG00000083396,NA
ENSMUSG00000083397,3.31391614217173,-0.55574037039453,0.959214680916187,-0.579370167545516,0.562339429099946,0.787923766102482,ENSMUSG00000083397,NA
ENSMUSG00000083398,0,NA,NA,NA,NA,NA,ENSMUSG00000083398,NA
ENSMUSG00000083399,0,NA,NA,NA,NA,NA,ENSMUSG00000083399,NA
ENSMUSG00000083401,0,NA,NA,NA,NA,NA,ENSMUSG00000083401,NA
ENSMUSG00000083402,0,NA,NA,NA,NA,NA,ENSMUSG00000083402,NA
ENSMUSG00000083403,0,NA,NA,NA,NA,NA,ENSMUSG00000083403,NA
ENSMUSG00000083404,0.490794043146848,-1.82088823221845,2.94553279610242,-0.618186371792525,0.536452492483747,NA,ENSMUSG00000083404,NA
ENSMUSG00000083406,0,NA,NA,NA,NA,NA,ENSMUSG00000083406,NA
ENSMUSG00000083407,0.56730657876075,-1.85702478772427,2.99370721007725,-0.620309421533697,0.535054093268255,NA,ENSMUSG00000083407,NA
ENSMUSG00000083410,0.267659862249339,-0.998987241404268,4.29300383648862,-0.23270122260626,0.815993419772703,NA,ENSMUSG00000083410,NA
ENSMUSG00000083411,1886.08096248295,0.119442553741818,0.073209726916428,1.63151207869095,0.102782313287819,0.289439881341865,ENSMUSG00000083411,NA
ENSMUSG00000083414,0,NA,NA,NA,NA,NA,ENSMUSG00000083414,NA
ENSMUSG00000083416,0,NA,NA,NA,NA,NA,ENSMUSG00000083416,NA
ENSMUSG00000083417,0,NA,NA,NA,NA,NA,ENSMUSG00000083417,NA
ENSMUSG00000083418,0,NA,NA,NA,NA,NA,ENSMUSG00000083418,NA
ENSMUSG00000083419,0,NA,NA,NA,NA,NA,ENSMUSG00000083419,NA
ENSMUSG00000083421,0,NA,NA,NA,NA,NA,ENSMUSG00000083421,NA
ENSMUSG00000083422,0,NA,NA,NA,NA,NA,ENSMUSG00000083422,NA
ENSMUSG00000083423,0,NA,NA,NA,NA,NA,ENSMUSG00000083423,NA
ENSMUSG00000083424,4395.75112226961,0.100261872476787,0.0533039124556349,1.88094771767899,0.059979031213114,0.198450174502608,ENSMUSG00000083424,NA
ENSMUSG00000083425,0.239924061594868,0.924543698789455,4.01187012804767,0.230452050859227,0.817740518626702,NA,ENSMUSG00000083425,NA
ENSMUSG00000083428,0,NA,NA,NA,NA,NA,ENSMUSG00000083428,NA
ENSMUSG00000083429,1.65804560043181,-0.793548998652221,1.50063542961456,-0.528808651982877,0.596938195229359,NA,ENSMUSG00000083429,NA
ENSMUSG00000083430,5.68233043512321,-0.341772736005415,0.776328181794793,-0.44024259845272,0.659761409976038,0.850251478435052,ENSMUSG00000083430,NA
ENSMUSG00000083431,0,NA,NA,NA,NA,NA,ENSMUSG00000083431,NA
ENSMUSG00000083432,0,NA,NA,NA,NA,NA,ENSMUSG00000083432,NA
ENSMUSG00000083434,0,NA,NA,NA,NA,NA,ENSMUSG00000083434,NA
ENSMUSG00000083435,12.6832764636381,0.140075544018012,0.546440768938365,0.256341678696766,0.797687017142527,0.923391421261004,ENSMUSG00000083435,NA
ENSMUSG00000083436,0,NA,NA,NA,NA,NA,ENSMUSG00000083436,NA
ENSMUSG00000083437,0,NA,NA,NA,NA,NA,ENSMUSG00000083437,NA
ENSMUSG00000083438,0.0759887196018655,0,4.40735632396697,0,1,NA,ENSMUSG00000083438,NA
ENSMUSG00000083439,0.254021352279127,0.924543695288446,3.94005597132505,0.234652426771877,0.814478514711685,NA,ENSMUSG00000083439,NA
ENSMUSG00000083440,0,NA,NA,NA,NA,NA,ENSMUSG00000083440,NA
ENSMUSG00000083443,389.108334917928,0.150750237515973,0.0925096737932596,1.62956187536526,0.103194127542353,0.290168413231852,ENSMUSG00000083443,NA
ENSMUSG00000083444,0,NA,NA,NA,NA,NA,ENSMUSG00000083444,NA
ENSMUSG00000083445,0,NA,NA,NA,NA,NA,ENSMUSG00000083445,NA
ENSMUSG00000083446,0,NA,NA,NA,NA,NA,ENSMUSG00000083446,NA
ENSMUSG00000083447,0,NA,NA,NA,NA,NA,ENSMUSG00000083447,NA
ENSMUSG00000083448,0,NA,NA,NA,NA,NA,ENSMUSG00000083448,NA
ENSMUSG00000083449,33.7595736754449,0.180382146667092,0.314763190210568,0.573072558282374,0.56659556674673,0.790497583994701,ENSMUSG00000083449,NA
ENSMUSG00000083450,0,NA,NA,NA,NA,NA,ENSMUSG00000083450,NA
ENSMUSG00000083451,0,NA,NA,NA,NA,NA,ENSMUSG00000083451,NA
ENSMUSG00000083452,0,NA,NA,NA,NA,NA,ENSMUSG00000083452,NA
ENSMUSG00000083453,0,NA,NA,NA,NA,NA,ENSMUSG00000083453,NA
ENSMUSG00000083454,8.25798373682444,-0.0376776699779392,0.696327983162068,-0.0541090849269658,0.956848254128068,0.989222133589495,ENSMUSG00000083454,NA
ENSMUSG00000083455,0,NA,NA,NA,NA,NA,ENSMUSG00000083455,NA
ENSMUSG00000083456,0,NA,NA,NA,NA,NA,ENSMUSG00000083456,NA
ENSMUSG00000083457,1.02792320315609,-2.94151180800245,2.09215664018053,-1.40597111684173,0.15973270164649,NA,ENSMUSG00000083457,NA
ENSMUSG00000083461,0.66193263071826,-1.85971274635092,2.72179334380344,-0.683267431226853,0.494437870161497,NA,ENSMUSG00000083461,NA
ENSMUSG00000083462,0,NA,NA,NA,NA,NA,ENSMUSG00000083462,NA
ENSMUSG00000083463,0,NA,NA,NA,NA,NA,ENSMUSG00000083463,NA
ENSMUSG00000083466,0,NA,NA,NA,NA,NA,ENSMUSG00000083466,NA
ENSMUSG00000083468,14.2104424068139,0.465797744495827,0.532202495098156,0.875226532731529,0.381450659197385,0.64963980896903,ENSMUSG00000083468,NA
ENSMUSG00000083469,0,NA,NA,NA,NA,NA,ENSMUSG00000083469,NA
ENSMUSG00000083470,0.169713763516104,0,4.40735632395645,0,1,NA,ENSMUSG00000083470,NA
ENSMUSG00000083472,0,NA,NA,NA,NA,NA,ENSMUSG00000083472,NA
ENSMUSG00000083473,0.444888343186159,-0.0372387556933986,3.06430240472724,-0.0121524414940089,0.990303993210469,NA,ENSMUSG00000083473,NA
ENSMUSG00000083474,21.3576285504602,-0.0046941834409245,0.434754506457943,-0.010797319800476,0.991385152622996,0.997869456365026,ENSMUSG00000083474,NA
ENSMUSG00000083475,0,NA,NA,NA,NA,NA,ENSMUSG00000083475,NA
ENSMUSG00000083477,264.530436583304,0.231262178293111,0.123630404899742,1.87059306713953,0.0614015062844954,0.201817784790801,ENSMUSG00000083477,NA
ENSMUSG00000083478,0,NA,NA,NA,NA,NA,ENSMUSG00000083478,NA
ENSMUSG00000083481,1869.13810660632,0.0995802425009944,0.110334208439197,0.902532803830024,0.366773903751422,0.635848794721638,ENSMUSG00000083481,NA
ENSMUSG00000083482,2.04532162534728,0.14439184615039,1.33022094305043,0.108547265704053,0.913561589364933,0.973192981954103,ENSMUSG00000083482,NA
ENSMUSG00000083483,7.31787089351951,-0.247037813167169,0.639702348959297,-0.386176185798074,0.69936618935451,0.872046488923023,ENSMUSG00000083483,NA
ENSMUSG00000083484,0,NA,NA,NA,NA,NA,ENSMUSG00000083484,NA
ENSMUSG00000083486,0,NA,NA,NA,NA,NA,ENSMUSG00000083486,NA
ENSMUSG00000083487,0,NA,NA,NA,NA,NA,ENSMUSG00000083487,NA
ENSMUSG00000083488,0,NA,NA,NA,NA,NA,ENSMUSG00000083488,NA
ENSMUSG00000083489,0.182463933476401,-2.02997327406338,4.35741832036022,-0.465866052974129,0.641311381401353,NA,ENSMUSG00000083489,NA
ENSMUSG00000083490,0,NA,NA,NA,NA,NA,ENSMUSG00000083490,NA
ENSMUSG00000083491,0,NA,NA,NA,NA,NA,ENSMUSG00000083491,NA
ENSMUSG00000083492,0,NA,NA,NA,NA,NA,ENSMUSG00000083492,NA
ENSMUSG00000083493,0,NA,NA,NA,NA,NA,ENSMUSG00000083493,NA
ENSMUSG00000083494,0,NA,NA,NA,NA,NA,ENSMUSG00000083494,Gm12873
ENSMUSG00000083495,0,NA,NA,NA,NA,NA,ENSMUSG00000083495,NA
ENSMUSG00000083496,454.259788895259,0.176559965398907,0.13247768263856,1.33275252014045,0.182613031660751,0.42175020424501,ENSMUSG00000083496,NA
ENSMUSG00000083498,0,NA,NA,NA,NA,NA,ENSMUSG00000083498,NA
ENSMUSG00000083499,0,NA,NA,NA,NA,NA,ENSMUSG00000083499,NA
ENSMUSG00000083500,0.795754199009933,-0.870462373362434,2.46117893245236,-0.353676996777755,0.723580963683931,NA,ENSMUSG00000083500,NA
ENSMUSG00000083502,0.778583800938851,-0.0372410570414876,2.45711839071906,-0.0151563950610411,0.987907409362691,NA,ENSMUSG00000083502,NA
ENSMUSG00000083503,0,NA,NA,NA,NA,NA,ENSMUSG00000083503,NA
ENSMUSG00000083507,0,NA,NA,NA,NA,NA,ENSMUSG00000083507,NA
ENSMUSG00000083508,0,NA,NA,NA,NA,NA,ENSMUSG00000083508,NA
ENSMUSG00000083510,0,NA,NA,NA,NA,NA,ENSMUSG00000083510,NA
ENSMUSG00000083512,6.1771295594769,-0.361594455447592,0.734715522482854,-0.492155731548507,0.622609256425407,0.826339527260243,ENSMUSG00000083512,NA
ENSMUSG00000083513,0,NA,NA,NA,NA,NA,ENSMUSG00000083513,NA
ENSMUSG00000083514,0,NA,NA,NA,NA,NA,ENSMUSG00000083514,NA
ENSMUSG00000083515,0,NA,NA,NA,NA,NA,ENSMUSG00000083515,NA
ENSMUSG00000083516,0,NA,NA,NA,NA,NA,ENSMUSG00000083516,NA
ENSMUSG00000083517,0,NA,NA,NA,NA,NA,ENSMUSG00000083517,NA
ENSMUSG00000083518,2.18378138850525,0.466617922505308,1.25703378230313,0.37120555475476,0.710484436126734,0.878541561404627,ENSMUSG00000083518,NA
ENSMUSG00000083519,0,NA,NA,NA,NA,NA,ENSMUSG00000083519,NA
ENSMUSG00000083520,0,NA,NA,NA,NA,NA,ENSMUSG00000083520,NA
ENSMUSG00000083524,0,NA,NA,NA,NA,NA,ENSMUSG00000083524,NA
ENSMUSG00000083528,0.158407071985597,-0.037253233795012,4.40735632396697,-0.00845251235812971,0.99325595119427,NA,ENSMUSG00000083528,NA
ENSMUSG00000083530,0,NA,NA,NA,NA,NA,ENSMUSG00000083530,NA
ENSMUSG00000083533,1.15584861042213,-0.0311510576236289,1.56899745511451,-0.0198541160931044,0.984159747975162,NA,ENSMUSG00000083533,NA
ENSMUSG00000083535,0,NA,NA,NA,NA,NA,ENSMUSG00000083535,NA
ENSMUSG00000083537,0,NA,NA,NA,NA,NA,ENSMUSG00000083537,NA
ENSMUSG00000083538,0,NA,NA,NA,NA,NA,ENSMUSG00000083538,NA
ENSMUSG00000083539,0.230003651662474,-2.38801812473772,4.33340988104477,-0.551071371112019,0.581584749899894,NA,ENSMUSG00000083539,NA
ENSMUSG00000083541,0,NA,NA,NA,NA,NA,ENSMUSG00000083541,NA
ENSMUSG00000083543,0,NA,NA,NA,NA,NA,ENSMUSG00000083543,NA
ENSMUSG00000083544,0,NA,NA,NA,NA,NA,ENSMUSG00000083544,NA
ENSMUSG00000083545,0.997853635567165,-0.377410804883922,2.15131085987606,-0.175432947382446,0.860739453739029,NA,ENSMUSG00000083545,NA
ENSMUSG00000083546,0.0766678838874912,-0.999003219976516,4.40735632396697,-0.226667223283942,0.820682515792795,NA,ENSMUSG00000083546,NA
ENSMUSG00000083547,0,NA,NA,NA,NA,NA,ENSMUSG00000083547,NA
ENSMUSG00000083549,0,NA,NA,NA,NA,NA,ENSMUSG00000083549,NA
ENSMUSG00000083550,0,NA,NA,NA,NA,NA,ENSMUSG00000083550,NA
ENSMUSG00000083551,0,NA,NA,NA,NA,NA,ENSMUSG00000083551,NA
ENSMUSG00000083554,3.49561653899028,-1.00827227752841,1.04630234245129,-0.963652891349,0.33521997990498,0.605171371609752,ENSMUSG00000083554,NA
ENSMUSG00000083556,0,NA,NA,NA,NA,NA,ENSMUSG00000083556,NA
ENSMUSG00000083558,0,NA,NA,NA,NA,NA,ENSMUSG00000083558,NA
ENSMUSG00000083560,0.0937843475725976,0,4.40735632396697,0,1,NA,ENSMUSG00000083560,NA
ENSMUSG00000083561,0,NA,NA,NA,NA,NA,ENSMUSG00000083561,NA
ENSMUSG00000083562,4.60508511227851,0.0931926875944916,0.962532070022998,0.0968203455208147,0.922869066452155,0.976670457192386,ENSMUSG00000083562,NA
ENSMUSG00000083563,232.795612539396,0.180155929581827,0.168195666826267,1.07110922047661,0.284120322810119,0.555461972137134,ENSMUSG00000083563,NA
ENSMUSG00000083564,0,NA,NA,NA,NA,NA,ENSMUSG00000083564,NA
ENSMUSG00000083565,0,NA,NA,NA,NA,NA,ENSMUSG00000083565,NA
ENSMUSG00000083566,0,NA,NA,NA,NA,NA,ENSMUSG00000083566,NA
ENSMUSG00000083567,151.45951254241,0.499983283801749,0.157140269758537,3.18176419430887,0.00146380946664553,0.0100836195354654,ENSMUSG00000083567,NA
ENSMUSG00000083568,0,NA,NA,NA,NA,NA,ENSMUSG00000083568,NA
ENSMUSG00000083569,1.20983939286797,1.898972727037,1.81920839057367,1.04384562916302,0.296556816847412,NA,ENSMUSG00000083569,NA
ENSMUSG00000083570,0,NA,NA,NA,NA,NA,ENSMUSG00000083570,NA
ENSMUSG00000083572,0,NA,NA,NA,NA,NA,ENSMUSG00000083572,NA
ENSMUSG00000083573,0,NA,NA,NA,NA,NA,ENSMUSG00000083573,NA
ENSMUSG00000083574,0,NA,NA,NA,NA,NA,ENSMUSG00000083574,NA
ENSMUSG00000083576,0,NA,NA,NA,NA,NA,ENSMUSG00000083576,NA
ENSMUSG00000083577,0,NA,NA,NA,NA,NA,ENSMUSG00000083577,NA
ENSMUSG00000083582,0,NA,NA,NA,NA,NA,ENSMUSG00000083582,NA
ENSMUSG00000083584,0,NA,NA,NA,NA,NA,ENSMUSG00000083584,NA
ENSMUSG00000083587,0,NA,NA,NA,NA,NA,ENSMUSG00000083587,NA
ENSMUSG00000083590,0,NA,NA,NA,NA,NA,ENSMUSG00000083590,NA
ENSMUSG00000083592,0,NA,NA,NA,NA,NA,ENSMUSG00000083592,NA
ENSMUSG00000083594,0.155317331352513,-0.998993878536503,4.40735632396697,-0.226665103772987,0.820684164028182,NA,ENSMUSG00000083594,NA
ENSMUSG00000083595,10.689215776406,0.0979206687567762,0.564980441238487,0.173316917913345,0.862402326355413,0.953462191639702,ENSMUSG00000083595,NA
ENSMUSG00000083596,6406.08973150937,-0.122620618917196,0.0403012724283114,-3.04259919175792,0.00234544502961032,0.0150680929495508,ENSMUSG00000083596,NA
ENSMUSG00000083597,0,NA,NA,NA,NA,NA,ENSMUSG00000083597,NA
